ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積
PR-12,新北市,中和區,仁愛街,1.8404045560637279,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),34.75,-0.09256930005912703,-0.8193256863726953,0.0,301600,2764363,,0.5229243851552868,0.2929053832826605,-0.24628887882572045
PR-13,新北市,中和區,中原街,1.8563868747923502,None,18,20,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.333333333333333,1.6982663563682436,2.4124025392671284,2.0,299017,2767077,,1.3155858224523234,1.3115866424333744,-0.4384519028208025
PR-14,新竹市,新竹市,中山路,-0.4783054383724728,None,6,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.333333333333332,-0.004664951187330979,0.9448395304918739,1.0,246320,2744002,,-0.01852957308401623,-0.7052998706589939,-0.4384519028208025
PR-15,高雄市,鼓山區,文忠路,-0.7799987421324763,None,7,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.583333333333333,0.0556615627442934,0.18479637226300508,1.0,178068,2507349,,-0.2776580086886147,-0.4783574795919169,0.3814436662248805
PR-16,新北市,汐止區,大同路二段,-1.1764804144123122,None,27,29,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.75,-0.8997955102870562,0.24967810528254264,1.0,315896,2773192,,-1.3574541208095237,1.0471049084830217,-0.4384519028208025
PR-17,新北市,新莊區,中正路,0.7622829983986278,None,2,5,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),11.416666666666666,-0.16725926968875732,-0.8193256863726953,0.0,291898,2768489,,0.22136225376390917,0.17516835333056804,-0.4384519028208025
PR-18,台北市,北投區,大度路三段,-0.1592599028499643,None,11,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.666666666666666,0.740511130425213,1.051430949023971,1.0,297058,2779430,,0.5534766461217678,-0.12344005596821747,-0.12458563029550221
PR-19,新北市,汐止區,康寧街,-0.8666156995730128,None,20,23,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.416666666666668,-0.32870451173434323,-0.8193256863726953,0.0,314230,2774211,,0.13479751435887946,0.08473266365722139,-0.4384519028208025
PR-20,台北市,大安區,羅斯福路三段,0.5074551405345858,None,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),44.333333333333336,0.7726852711887464,-0.8193256863726953,0.0,303516,2768063,,1.1452852566947156,-0.08931338061978496,-0.4384519028208025
PR-21,高雄市,苓雅區,永裕街,-0.6582447170509677,None,2,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.8333333333333335,0.1412677587044086,0.4953018088565062,1.0,179132,2502607,,-0.07906831240648796,-0.940773930563179,-0.15234251153923606
PR-22,新北市,汐止區,忠孝東路,-0.8563053014759011,None,10,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.166666666666668,-0.7119215097571395,-0.8193256863726953,0.0,317196,2773893,,-0.8454208583157209,-0.37597745354661904,0.4070654027575583
PR-23,台北市,信義區,光復南路,-0.47409956502283523,None,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.5,-0.888879283956572,-0.8193256863726953,0.0,306592,2769944,,-1.3687697730193313,0.2758420456084443,0.048361091300071664
PR-24,台北市,中正區,徐州路,1.914235658521366,None,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.25,1.0559326175534214,-0.8193256863726953,0.0,302721,2770312,,1.5549118666897583,3.212442459341072,3.5435929832995074
PR-25,台中市,北區,忠太東路,-0.8065558281401879,None,7,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.333333333333332,0.3371852944252085,-0.8193256863726953,1.0,216648,2673261,,0.012022687882464774,-0.3555014483375594,-0.10323418318493743
PR-26,桃園市,桃園區,國聖一街,1.845403536959297,None,16,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.833333333333334,3.0185552041289427,3.22496900517848,3.0,279126,2764303,,3.002749566934665,1.5504733698724031,0.942986725232731
PR-27,台北市,中山區,吉林路,-0.1961994876407814,None,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),8.666666666666666,-0.3327262793297849,0.6791333857451959,2.0,303387,2771521,,-0.8210922060646341,-1.1557719852583048,2.0895594350700537
PR-28,新北市,新店區,寶橋路,-0.1509923575226767,None,5,28,住家用,鋼骨造,住宅大樓(11層含以上有電梯),9.083333333333334,0.8019867208126781,0.4350544853383642,1.0,304982,2763282,,0.3305582975885544,-0.3282001080588133,2.9265361618041887
PR-29,台北市,中山區,建國北路三段,-0.9478731726880107,None,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.833333333333333,-0.5062368241616959,-0.43158009142260184,1.0,304188,2773109,,-0.8063818581918839,-0.746251881077113,-0.4384519028208025
PR-30,台中市,西屯區,青海路二段,-0.5972475367002237,None,3,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),30.166666666666668,-0.752139185711556,-0.8193256863726953,0.0,214065,2673780,,-1.0145898588523474,-0.2753037612687428,-0.1096396173181065
PR-31,高雄市,三民區,鼎力路,-1.277205072745633,None,3,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.5,-0.8199346966061436,-0.8193256863726953,0.0,180335,2507165,,-1.0462736850398093,-0.9441865980980224,-0.2633700365141722
PR-32,新北市,板橋區,民權路,-0.3415304370422584,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.416666666666668,-0.3367480469252267,-0.41767686291841516,1.0,296134,2767538,,-0.37921598727163974,0.0011223090535617058,-0.4384519028208025
PR-33,台南市,安南區,樂活一街,-0.6789376139311846,None,19,19,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.4166666666666667,-0.12589251727850057,0.2713053496223885,1.0,166236,2546978,,-0.6411733359286902,-0.16439206638633666,0.5501200983983412
PR-34,宜蘭縣,宜蘭市,黎明三路一段,-0.03397294415476003,None,2,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.416666666666668,-0.09716560588248872,-0.8193256863726953,0.0,327532,2738646,,-0.20325759540912852,-0.16097939885149348,-0.4384519028208025
PR-35,新北市,鶯歌區,中山路,-0.34926924400559156,None,5,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.916666666666666,0.19182712276138925,0.0318608587169522,1.0,284896,2760936,,0.12744234042250466,-0.10467038452657962,-0.4384519028208025
PR-36,台北市,大安區,敦化南路二段,0.03743076854108695,None,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),44.75,-0.05350070056055112,-0.8193256863726953,0.0,305468,2768354,,0.37921560209072785,-0.44934980554574916,-0.4384519028208025
PR-37,台南市,北區,海安路三段,-0.6002757655119626,None,21,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.6666666666666667,0.09932646806623151,0.7393807092633382,1.0,168055,2546264,,-0.098304921163161,-0.42375479903442476,0.10600999849859635
PR-38,新北市,中和區,中原東街,2.0210648416021604,None,21,23,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.166666666666667,1.731015035359697,4.24608389865263,3.0,299192,2767328,,1.438360648928738,1.2416269579690875,-0.4384519028208025
PR-39,台北市,大安區,信義路二段,-1.4615184597077506,None,2,13,一般事務所,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.166666666666666,-1.5771760810050126,-0.2894582000464719,1.0,303077,2769690,,-1.7899949265294264,-1.3332306970701542,-0.21212656344881706
PR-40,新北市,林口區,文化三路一段,-0.16461938717550267,None,6,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.916666666666666,0.2561754042884555,0.649782125569691,1.0,287276,2774431,,-0.02814787746235255,0.10350233509885955,0.05690167014429773
PR-41,台中市,西屯區,福林路,-0.2723378120502206,None,13,25,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.5,1.2748316823910313,1.0560653585253668,2.0,210974,2676126,,0.8966237993841896,1.5726557088488842,0.06330710427746737
PR-42,台北市,士林區,社子街,0.36568115830880227,None,4,4,住家用,加強磚造,公寓(5樓含以下無電梯),51.416666666666664,-0.9147335042129824,-0.8193256863726953,0.0,301029,2775474,,-0.32094037839112954,-1.6420771089734696,-0.4384519028208025
PR-43,新北市,三重區,富福街,-0.13594734771197317,None,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.666666666666664,-0.8044221644522972,-0.8193256863726953,0.0,299448,2775054,,-0.42447859611087074,0.06596299221558354,-0.4384519028208025
PR-44,台北市,中山區,八德路二段,-1.3725942803154132,None,7,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),43.25,-1.5162750288454678,-0.8193256863726953,0.0,304539,2771125,,-1.4776829255387316,-1.1608909865605694,-0.4384519028208025
PR-45,新竹縣,竹北市,嘉興二街,-0.28209543822137967,None,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.416666666666667,-0.23562931881126517,0.4937570056893744,1.0,253354,2746231,,-0.6083579445202475,-0.9305359279586493,0.74441826710448
PR-46,新北市,蘆洲區,信義路,0.43987276419640925,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.0,-0.40684171073149505,-0.8193256863726953,0.0,298345,2775279,,0.23720416685764015,-0.01935369615549804,-0.4384519028208025
PR-47,高雄市,左營區,明華一路,-0.13099643394039978,None,13,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.75,1.4471931507671014,0.051943299889666256,1.0,178908,2507162,,1.2878624745382936,0.5949264601162892,-0.4384519028208025
PR-48,高雄市,左營區,光興街,-0.13248651478427148,None,8,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.083333333333332,1.0559326175534214,-0.02529685846692608,1.0,179253,2506795,,0.9022816254890935,1.1733736072722225,1.2653935766022577
PR-49,新北市,板橋區,忠孝路,0.40401468969549886,None,9,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),22.5,0.40038449949643407,3.4566894802482566,2.0,297028,2766274,,0.5577200157004459,0.623934134162457,1.404177982820928
PR-50,台北市,內湖區,文德路,0.6816744314575736,None,5,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),37.916666666666664,-0.06441692689103552,-0.8193256863726953,0.0,308605,2774155,,-0.16478437789578204,1.3644829892234454,-0.4384519028208025
PR-51,新北市,三重區,五華街,-0.2557546542716496,None,4,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.916666666666668,0.23664110453916753,-0.8193256863726953,0.0,299902,2774746,,0.7294350379842794,0.0011223090535617058,-0.4384519028208025
PR-52,桃園市,中壢區,永園路,-0.008617536246945254,None,3,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.833333333333333,0.06887594198645915,0.6327892907312408,1.0,270204,2766571,,-0.22645468243923433,0.06255032468074034,-0.4384519028208025
PR-53,新北市,新店區,中正路,0.6528101234980604,None,2,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.833333333333332,0.7807288063796296,-0.8193256863726953,0.0,303884,2764816,,0.7161391466377549,0.6034581289533976,-0.4384519028208025
PR-54,台中市,北屯區,太原路三段,-0.8208317639669578,None,8,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.9166666666666667,-0.686067289500729,-0.054648118642431194,1.0,222063,2673015,,-0.9826231413596405,-0.35379511457013785,-0.4384519028208025
PR-55,新北市,三峽區,二鬮路,1.9194509414749161,其他,3,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.583333333333332,-0.06728961803063646,-0.8193256863726953,1.0,286222,2755755,,-0.35318998718908173,-0.05859937280619564,-0.2697754706473415
PR-56,台北市,士林區,天玉街,2.595587141162655,None,3,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.583333333333334,1.701139047507845,2.2610118288882073,2.0,303215,2779248,,1.3283159311883568,0.8338131875553177,1.5088000736626945
PR-57,新北市,板橋區,中山路二段,-0.24102208076691914,None,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),29.0,-0.521749356315542,-0.8193256863726953,0.0,298672,2767958,,-0.15997522570661368,-0.06883737541072521,-0.3039377860242453
PR-58,高雄市,鳳山區,永忠街,0.23366480225417763,None,14,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.083333333333333,-0.04775531828134875,0.058122512558193576,1.0,185070,2505127,,-0.36167672634643755,-0.2872480976406941,0.2298483917398714
PR-59,新竹縣,竹北市,光明九路,0.05437442974962688,None,9,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),19.583333333333332,0.15160944680697266,1.1518431548875412,2.0,251344,2746238,,0.43890566749746396,0.14786701305182193,-0.4384519028208025
PR-60,台北市,南港區,研究院路三段,3.450436907866993,None,2,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),18.0,0.9295342074109698,-0.8193256863726953,0.0,312208,2769854,,0.4671947980219835,0.14274801174955715,-0.4384519028208025
PR-61,桃園市,桃園區,大業路一段,-0.09855112524319552,None,9,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.916666666666668,-0.355133270218674,0.9015850418121821,1.0,282079,2766310,,-0.3766699655244329,-0.10467038452657962,0.8383646343909644
PR-62,桃園市,蘆竹區,中山路,0.4821237661887686,None,12,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.166666666666666,0.3412070620206503,0.265126136953861,1.0,280010,2772202,,0.27511160176049637,0.4771894301641968,-0.019963539453734934
PR-63,台北市,大安區,溫州街,1.5289055590085687,None,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),44.833333333333336,-0.20058248690813088,-0.8193256863726953,0.0,303794,2768204,,0.46493166758002197,0.6307594692321437,-0.4384519028208025
PR-64,新北市,三重區,中正南路,0.33383668866154603,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.083333333333336,-0.7636299502699608,-0.8193256863726953,0.0,299720,2772172,,-0.1834552040419648,-0.98343227474872,-0.4384519028208025
PR-65,桃園市,八德區,豐德路,0.2843035173838146,None,5,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.75,-0.20460425450357247,1.074602996530949,1.0,279154,2757586,,-0.35007818283138464,-0.44764347177832753,-0.4384519028208025
PR-66,新北市,三重區,國道路一段,-1.1689098423829645,None,9,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.5833333333333335,-1.0738805933468873,-0.8193256863726953,0.0,299003,2773927,,-1.397624686154341,-1.051685625445585,0.03982051245584598
PR-67,高雄市,鼓山區,九如四路,-0.6624025232766094,None,3,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),39.833333333333336,-1.0451536819508755,-0.8193256863726953,0.0,176576,2507781,,-0.7294354231651909,-0.45788147438285726,-0.4384519028208025
PR-68,新北市,永和區,秀朗路二段,-0.009939382156831121,None,4,5,住家用,加強磚造,公寓(5樓含以下無電梯),44.916666666666664,-0.5372618884693883,-0.8193256863726953,0.0,302536,2766047,,-0.07680518196452604,0.5932201263488677,-0.4384519028208025
PR-69,新北市,三重區,文化北路,0.5069985028566248,None,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.833333333333336,-0.2321820894437439,-0.8193256863726953,0.0,300420,2773104,,0.18119168841909145,0.14786701305182193,-0.4384519028208025
PR-70,新北市,板橋區,漢生東路,-0.9001184849981257,None,5,29,住家用,鋼骨造,住宅大樓(11層含以上有電梯),13.833333333333334,0.5940038823055531,-0.07782016614940891,1.0,297369,2767226,,0.3877023412480836,0.2383027027251683,1.1180685915393613
PR-71,台中市,南屯區,大墩七街,-1.45096772599066,None,2,24,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.6666666666666666,-0.8854320545890503,-0.36978796473732783,1.0,213542,2671036,,-1.277961664035624,-0.8827585824708436,0.6376610315516564
PR-72,新竹縣,竹北市,勝利八街一段,-0.8266719195324544,None,18,27,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.416666666666667,0.07864309186110288,0.5725419672130986,1.0,252813,2746468,,-0.29038811742464854,-0.5653805017304202,1.2440421294916928
PR-73,新北市,林口區,文林街,-0.2432572020327264,None,6,10,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),3.4166666666666665,-1.048600911318397,0.9293914988205553,1.0,288351,2775950,,-1.2281727943124696,-1.0602172942826933,-0.4384519028208025
PR-74,台北市,中山區,民權東路二段,-0.851282287018334,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),36.25,-0.938289571557712,-0.8193256863726953,0.0,304158,2772746,,-1.1396278157707236,0.5915137925814461,-0.4384519028208025
PR-75,新竹市,新竹市,關東路,-0.6593983280268683,None,5,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.75,-0.5206002798597016,-0.8193256863726953,1.0,252288,2741937,,-0.8677692714300912,-0.997082944888093,-0.4384519028208025
PR-76,高雄市,前鎮區,管仲南路,-0.49450405915907714,None,14,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),16.5,0.639966940539172,-0.8193256863726953,0.0,179451,2500781,,0.5087798198930271,-0.33161277559365665,0.1487128927197257
PR-77,新北市,板橋區,國慶路,-1.0137010990003386,None,4,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.0,-0.3608786524978764,-0.8193256863726953,0.0,296755,2765418,,-0.12659405168768048,-1.089224968328861,0.159388616275008
PR-78,新竹市,新竹市,金雅東街,0.6621351455532571,其他,9,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.16666666666666666,0.13724599110896674,0.8166208676199306,1.0,246792,2746447,,-0.19958000844094073,-0.13709072610759054,-0.4384519028208025
PR-79,高雄市,前金區,市中一路,-1.0963525187112166,None,20,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),20.0,-0.3924782550334894,0.9664667748317195,1.0,177205,2502713,,-0.5325430747145354,-0.5022461523358198,-0.4384519028208025
PR-80,新竹市,新竹市,湳中街,0.8018903085712145,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.75,-0.6889399806403302,-0.8193256863726953,0.0,246510,2746030,,0.046535427122378924,-1.6420771089734696,-0.4384519028208025
PR-81,高雄市,三民區,愛國路,-1.0035829693992104,None,3,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.0833333333333333,0.11139177085255658,0.547825116538989,1.0,179955,2505945,,-0.16393570398004642,-0.3264937742913917,0.03768536774478937
PR-82,台北市,萬華區,長沙街二段,-0.6895123812102734,None,4,11,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),33.666666666666664,0.06198148325141611,-0.8193256863726953,0.0,300841,2770352,,0.3611105585550354,-1.343468699674684,0.16579405040817746
PR-83,新北市,三重區,集美街,2.2922835887487896,住,2,4,住家用,加強磚造,公寓(5樓含以下無電梯),46.916666666666664,0.6796100782656683,-0.8193256863726953,0.0,299522,2771770,,2.0301692595016854,-0.16780473392117987,-0.4384519028208025
PR-84,新北市,三重區,集勇街,-0.21537827011512883,None,2,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),5.916666666666667,-0.45050661605343295,1.222904100575606,1.0,298850,2775350,,-0.6960542491462579,-0.9202979253541195,0.6782287810617295
PR-85,苗栗縣,竹南鎮,復興路,0.4506638335334794,其他,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),7.75,-0.7130705862129799,-0.8193256863726953,0.0,236045,2731424,,-0.4731359006130442,-0.4800638133593386,-0.4384519028208025
PR-86,基隆市,信義區,東明路,0.9816132851917282,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),23.25,0.372232126328343,-0.8193256863726953,0.0,326743,2780046,,0.7543294728458565,0.4618324262574021,-0.4384519028208025
PR-87,台南市,北區,西門路四段,4.2806522735234545,住,2,5,辦公室,鋼筋混凝土造,公寓(5樓含以下無電梯),25.666666666666668,2.036094834385341,-0.8193256863726953,0.0,169129,2546315,,1.9226705635085117,1.3354753151772774,-0.4384519028208025
PR-88,高雄市,鼓山區,裕興路,0.6089248392898423,None,3,5,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),42.5,-0.5183021269480205,-0.8193256863726953,0.0,177271,2507847,,0.3246175801784055,-1.6420771089734696,-0.4384519028208025
PR-89,新北市,三重區,興德路,0.3161720205930683,None,10,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.5833333333333333,0.45036932532549484,1.626097727197018,1.0,298031,2771873,,0.061811557605619225,-0.3043114353149105,1.2974207472681047
PR-90,台北市,松山區,民生東路四段,0.2311893453683912,住,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),42.0,-0.032817324355422735,-0.8193256863726953,0.0,306011,2772210,,0.16874447098830292,0.7433774978819714,-0.4384519028208025
PR-91,新竹市,新竹市,北大路,-0.4250710985470597,None,7,27,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.0,1.2575955355534238,0.5679075577117032,1.0,246545,2744580,,0.9778136039895602,1.3559513203863371,-0.4384519028208025
PR-92,新北市,汐止區,福德路,-0.36078132020259973,None,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),10.083333333333334,-0.09199476183120645,-0.8193256863726953,0.0,314245,2773474,,-0.5082144224634483,-0.34014444443076475,0.9600678829211827
PR-93,台北市,大安區,新生南路二段,0.6688164757886816,None,9,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.583333333333332,1.2070361714964435,1.1580223675560688,1.0,303709,2769510,,1.1096409522338213,1.1716672735048006,2.1109108821806184
PR-94,桃園市,中壢區,松義路,-0.19016706357930133,None,5,18,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.916666666666667,0.737063901057692,0.6930366142493826,1.0,266744,2761308,,0.6165614071914464,0.3406827287704661,-0.4384519028208025
PR-95,新北市,新莊區,福樂街,-0.6828791180988448,None,8,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),27.083333333333332,-0.4143107076944582,1.3078682747678578,1.0,296198,2770955,,-0.09066685592154085,0.7433774978819714,-0.4384519028208025
PR-96,台中市,南區,文心南路,-0.3899340309060876,None,15,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.0,0.4653073192514206,0.13690747408191786,1.0,215417,2667443,,-0.023904507883674868,-0.6797048641476695,2.7236974142538237
PR-97,新北市,淡水區,水源街二段,0.4724863078275988,None,7,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),11.916666666666666,0.08323939768446506,0.5416459038704619,1.0,295603,2785061,,-0.28105270435155716,-0.05177403773650896,-0.09255845962965513
PR-98,新北市,新莊區,福美街,-0.6954967381477578,None,10,19,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.3333333333333333,-0.22988393653206304,0.9571979558289284,1.0,296453,2771657,,-0.5067999659372224,-0.7786722226581242,0.3921193897801628
PR-99,台南市,東區,中華東路二段,0.6286563936901423,None,9,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.666666666666666,2.32623663948506,1.6848002475480284,2.0,170991,2542638,,2.3436128257133615,1.2586902956433041,-0.4384519028208025
PR-100,新北市,樹林區,學勤路,-0.4943598577870894,None,11,27,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.416666666666666,0.6037710321801973,1.040617326854048,1.0,288329,2760015,,0.38402475427989624,0.5488554483959053,0.19568607636296811
PR-101,高雄市,鳳山區,建國路三段,-0.41848590255962737,None,5,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.416666666666666,0.5313792154622474,0.021047236547029356,1.0,182711,2504131,,0.17666542753516842,0.3526270651424176,-0.06266643367486449
PR-102,桃園市,平鎮區,振平街,-0.38950142679012484,None,6,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.75,-0.42350331934118185,0.7610079536031839,1.0,272283,2759430,,-0.642587792454916,-0.20705041057187745,-0.22707257642621229
PR-103,高雄市,新興區,自立二路,-0.36070921951660584,None,8,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.75,1.7103316591545683,1.9535959986289695,2.0,177906,2503632,,0.8663544297229535,2.43606059516423,0.9536624487880142
PR-104,桃園市,桃園區,正光路,1.4598331018265205,None,21,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.1666666666666665,2.57041538635116,2.692011912517992,3.0,279786,2765452,,2.3181526082412938,1.3849589944325045,0.44763315226763145
