ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積
PU-16,高雄市,前鎮區,一心二路,-0.43184856303047586,None,5,5,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),41.583333333333336,-0.8101675467314996,-0.8193256863726953,0.0,178964,2501477,,-0.15035692132827697,-1.6420771089734696,-0.4384519028208025
PU-17,台北市,信義區,松隆路,0.4559512171730239,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.416666666666664,-0.4355686221275069,0.7671871662717114,1.0,307786,2771302,,0.03578555752306124,0.9105982070892914,-0.4384519028208025
PU-18,台北市,文山區,辛亥路七段,-0.3127862968927353,None,2,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.583333333333332,-0.7745461766004452,-0.8193256863726953,0.0,306026,2763849,,-0.9727219456760585,-0.09101971438720656,-0.4384519028208025
PU-19,新竹縣,寶山鄉,館前路,0.4339124408209225,None,3,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),29.833333333333332,-0.2626326155235165,0.9371155146562142,1.0,249191,2739837,,0.0855744272462157,0.10350233509885955,-0.4384519028208025
PU-20,新北市,板橋區,新府路,-1.2296426535517313,None,6,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.666666666666666,-0.9290969599109883,0.629699684396977,1.0,296947,2767100,,-1.2055414898928538,-1.183073325537051,-0.06053128896380797
PU-21,新北市,土城區,慶利街,-1.0635947737080393,其他,7,13,住工用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.916666666666668,-0.842916225722953,-0.8193256863726953,0.0,293897,2762842,,-0.5390495747351746,-1.1301769787469802,-0.4384519028208025
PU-22,新北市,汐止區,林森街,2.3150674055228264,其他,16,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),29.083333333333332,1.0628270762884646,0.8768681911380726,1.0,312914,2770635,,1.2273237352158224,0.7331394952774415,-0.15661280096134889
PU-23,新北市,板橋區,漢生東路,-0.9001184849981257,None,14,29,住家用,鋼骨造,住宅大樓(11層含以上有電梯),14.166666666666666,0.5940038823055531,-0.07782016614940891,1.0,297363,2767150,,0.3877023412480836,0.2383027027251683,1.1180685915393613
PU-24,新北市,汐止區,民權街二段,1.6106917704875219,其他,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.666666666666664,-0.3534096555349135,-0.8193256863726953,0.0,312565,2771159,,0.22645429725832286,0.5693314536049651,-0.4384519028208025
PU-25,台北市,士林區,中山北路六段,0.9980522415983117,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.25,-0.2626326155235165,-0.8193256863726953,0.0,303263,2777381,,0.26945377565559236,0.7570281680213444,-0.4384519028208025
PU-26,新竹縣,竹北市,聯發街,-0.24784761237433117,None,10,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.0,-0.4005217902243726,0.6018932273886036,1.0,252598,2746865,,-0.7305669883861716,-0.8383939045178812,0.8469052132351903
PU-27,新竹縣,竹北市,嘉興路,0.45919574804274443,None,3,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.6666666666666665,0.4411767136787705,1.0591549648596303,1.0,252748,2745506,,0.11046886210779272,0.6512354744412031,-0.18223453749402632
PU-28,桃園市,桃園區,正光二街,-0.07514243585721272,None,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.4166666666666667,0.11828622958759913,0.37480716182022233,1.0,279922,2765889,,-0.1687448561692144,0.18881902346994112,-0.22707257642621229
PU-29,台北市,內湖區,內湖路一段,0.060334753125113334,None,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),40.916666666666664,-0.7257104272272253,-0.8193256863726953,0.0,307508,2775026,,-0.5461218573663045,0.42429308337412613,-0.4384519028208025
PU-30,新北市,林口區,文化三路二段,0.5937836952311469,None,7,19,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.083333333333334,2.107912112875371,0.972645987500247,1.0,287830,2774601,,2.0726029552884646,1.637496392010906,-0.1309910644286711
PU-31,台北市,大安區,永康街,1.6561392362256058,None,3,4,其他,加強磚造,公寓(5樓含以下無電梯),56.5,0.028658266032042315,-0.8193256863726953,0.0,303417,2769537,露台16.12,0.7591386250350248,-1.6420771089734696,3.003401371402221
PU-32,新竹市,新竹市,和平路,-0.43759258434798093,None,9,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),24.25,0.6267525612970068,-0.8193256863726953,1.0,245549,2744665,,0.29519688443290504,0.5846884575117597,0.15298318214183856
PU-33,台北市,內湖區,成功路三段,0.964741724669182,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),35.083333333333336,-0.0023667982756501306,-0.8193256863726953,0.0,309499,2774740,,0.45333312406496906,0.4481817561180291,-0.2761809047805111
PU-34,新北市,中和區,連城路,0.3060779245539382,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),39.833333333333336,-0.36260226718163713,-0.8193256863726953,0.0,298896,2765268,,0.10056766642421106,1.2382142904342444,-0.4384519028208025
PU-35,新北市,新莊區,後港一路,-0.5713633904284542,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),28.916666666666668,-0.7394993446973109,-0.8193256863726953,0.0,293236,2768741,,-0.7857307929089847,-0.3043114353149105,-0.4384519028208025
PU-36,高雄市,三民區,十全三路,-1.1043797284185248,None,9,22,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.25,-0.7917823234380523,-0.4377593040911291,1.0,177162,2505330,,-1.230153033449186,0.03524898440199422,-0.09255845962965513
PU-37,台北市,北投區,杏林二路,0.594696970587068,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.166666666666664,-0.3442170438881896,-0.8193256863726953,0.0,300059,2781685,,0.37186042815435305,-0.21728841317640735,-0.4384519028208025
PU-38,台北市,中山區,安東街,1.0381642565728555,None,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),51.416666666666664,-0.028795556759981127,-0.8193256863726953,0.0,303403,2771191,,0.1466789491791777,-0.4698258107548087,1.5280163760622023
PU-39,新北市,三重區,新興路,-0.4366552754300618,None,9,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.3333333333333333,0.1102426943967159,-0.8193256863726953,0.0,299678,2771790,,-0.226171791133989,0.033542650634572624,0.3750382320917112
PU-40,新北市,永和區,仁愛路,1.334065471891358,None,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),33.083333333333336,1.1708402631374684,-0.8193256863726953,0.0,301923,2767351,,2.331165608282573,1.3542449866189152,-0.4384519028208025
PU-41,新北市,中和區,民富街,0.13176249938295861,None,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),45.0,-1.0675606728397649,-0.8193256863726953,0.0,298107,2766687,,-0.7735664667834413,-0.41351679642989486,-0.4384519028208025
PU-42,桃園市,中壢區,環中東路,-0.7354405181883158,None,14,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.583333333333332,-0.11037998512465398,0.1585347184217637,1.0,275866,2761769,,-0.2210797476395757,0.1871126897025195,0.08892884081014442
PU-43,高雄市,鼓山區,美術東七街,-1.0137491661243343,None,7,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.583333333333334,-0.5648397234095597,-0.019117645798398766,1.0,176999,2507091,,-0.8089278799390908,-0.8093862304717134,-0.0989638937628244
PU-44,新竹市,新竹市,中華路二段,-0.512072592979563,None,8,18,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.416666666666666,0.3205236858155217,0.47676417085092426,1.0,247790,2744263,,0.12574499259103342,-0.5107778211729279,0.7700400036371572
PU-45,新北市,板橋區,金門街,0.05706618869339523,None,2,11,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.666666666666666,-0.572883258600443,0.6034380305557356,1.0,293236,2763983,,-0.748389140616619,-0.40498512759278676,-0.4384519028208025
PU-46,基隆市,安樂區,安和二街,0.14808128797955245,None,13,16,國民住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),25.75,0.16195113490953672,-0.8193256863726953,0.0,322697,2780258,,0.23578971033141424,0.10862133640112433,-0.4384519028208025
PU-47,高雄市,鼓山區,美術東二路,-0.3455680754579104,None,14,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),15.583333333333334,0.851397008413818,-0.03611048063684892,1.0,176872,2507051,,0.6901131465551973,0.4652450937922453,-0.18863997162719595
PU-48,新北市,淡水區,中山北路二段,0.1820166775206284,None,8,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.166666666666666,0.1832090493425857,-0.0067592204613439715,2.0,294438,2786400,,-0.11414683425689198,0.161517683191195,0.6696882022175034
PU-49,屏東縣,屏東市,民享路,0.320041424074735,None,3,7,集合住宅,鋼筋混凝土造,華廈(10層含以下有電梯),28.25,0.1895289698497084,-0.8193256863726953,0.0,198540,2508250,,-0.006931029568962932,0.4703640950945104,-0.4384519028208025
PU-50,台北市,士林區,中山北路六段,1.005454578693674,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),42.666666666666664,-0.004664951187330979,-0.8193256863726953,0.0,303118,2777963,,0.797328951243126,0.5505617821633269,-0.4384519028208025
PU-51,新北市,板橋區,民生路一段,-0.9638314578546356,None,20,29,住家用,鋼骨造,住宅大樓(11層含以上有電梯),18.75,0.6888026899123917,2.4154921456013922,2.0,298163,2767120,,0.8912488645845309,1.1170645929473089,-0.4384519028208025
PU-52,新北市,板橋區,龍泉街,-0.3882036144422367,None,2,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),24.25,-0.8475125315463148,0.9556531526617966,1.0,295986,2768659,,-0.8247697930328215,-0.43911180294121943,-0.4384519028208025
PU-53,新北市,蘆洲區,環堤大道,-1.129422700020367,None,4,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),22.666666666666668,-1.0934148930961753,1.0869614218680035,1.0,296115,2775057,,-1.1433054027389111,-0.4920081497312899,-0.4384519028208025
PU-54,新北市,板橋區,環河西路五段,-0.2864214793810072,None,10,19,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.5,-0.03913724486254519,0.265126136953861,1.0,295759,2768843,,-0.4516361614144093,0.05743132337847556,0.5052820594661556
PU-55,高雄市,苓雅區,中華四路,-1.2502634497459542,None,16,22,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.5,-0.31663920894801845,-0.8193256863726953,0.0,178266,2501724,,-0.011740181758131294,0.07278832728527022,0.10387485378753974
PU-56,台北市,大安區,仁愛路四段,0.9823583256136638,None,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),37.0,0.8772512286702286,-0.8193256863726953,0.0,305977,2770002,,1.6044178451076674,-0.17463006899086655,3.37278140641499
PU-57,台北市,大安區,樂業街,-0.2734914230261212,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),41.416666666666664,-0.27527245653776145,-0.8193256863726953,0.0,305941,2768051,,-0.13960705172895968,0.8082181810439932,-0.4384519028208025
PU-58,台北市,文山區,景興路,0.1925433776757213,None,7,10,商業用,鋼筋混凝土造,華廈(10層含以下有電梯),29.416666666666668,0.8979346048753574,-0.8193256863726953,0.0,304837,2764912,,1.329730387714583,0.9191298759263994,0.12095601147599148
PU-59,新北市,三重區,信義街,-0.1547175596323559,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),44.5,-0.5809267937913262,-0.8193256863726953,0.0,300577,2773090,,0.2222109276796448,-1.6420771089734696,-0.4384519028208025
PU-60,台北市,文山區,辛亥路四段,-0.21593104204108107,None,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),45.416666666666664,-1.0727315168910467,-0.8193256863726953,0.0,306069,2766392,,-0.6867188360731665,-0.9851386085161415,-0.4384519028208025
PU-61,桃園市,中壢區,環西路,-0.9595775173810022,None,9,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.5,-0.08050399727280196,-0.09481300098785915,1.0,271558,2761804,,-0.4092024656276301,0.18881902346994112,0.06117195956641057
PU-62,桃園市,桃園區,民光東路,-0.6533659039653881,None,8,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),19.0,-0.050628009420949686,0.3500903111461128,1.0,281993,2766665,,-0.251914899911302,-0.149035062479542,0.6547421892401081
PU-63,新北市,土城區,延壽路,-1.3132794493045243,None,11,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.333333333333332,-1.0842222814494515,-0.8193256863726953,0.0,297613,2764802,,-1.1005888156468866,-0.422048465267003,-0.29112691775790644
PU-64,高雄市,三民區,鼎中路,-0.7557729116385637,None,13,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),14.833333333333334,-0.03224278612750215,-0.04383449647250835,1.0,180502,2508434,,-0.13932416042371434,-1.1114073073053423,0.6099041503079224
PU-65,台北市,大安區,金山南路二段,-0.23150479021573905,None,7,24,住家用,鋼骨造,住宅大樓(11層含以上有電梯),2.6666666666666665,0.10679546502919439,1.3016890620993302,1.0,303101,2768983,,-0.0751078341330552,-0.5739121705675283,-0.4384519028208025
PU-66,新竹縣,竹北市,莊敬三路,-0.11768184059354712,None,13,32,住家用,鋼骨造,住宅大樓(11層含以上有電梯),6.25,2.6640651175021577,1.517961505497789,2.0,252703,2746623,,1.888440715573843,2.8233983603689405,0.6077690055968656
PU-67,新北市,蘆洲區,長安街,1.3409390706227657,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),17.5,0.09817739161039084,-0.8193256863726953,0.0,296431,2774874,,0.15092231875785578,-0.06371837410846043,-0.4384519028208025
PU-68,台南市,北區,開元路,-0.9974784446517364,None,12,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.416666666666668,-0.7682262560933225,-0.8193256863726953,0.0,170509,2545649,,-0.6912450969570896,-0.5670868354978418,-0.4384519028208025
PU-69,高雄市,楠梓區,創新路,-1.1407665412833894,None,6,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.1666666666666665,-0.9618456389024416,-0.8193256863726953,0.0,181285,2516778,,-1.2830537075300374,0.32020672356140667,-0.4384519028208025
PU-70,新北市,板橋區,四維路,0.5292535812667075,None,2,4,住家用,加強磚造,公寓(5樓含以下無電梯),48.083333333333336,-0.19024079880556655,-0.8193256863726953,0.0,296894,2768774,,0.8587163644813334,-1.6420771089734696,-0.4384519028208025
PU-71,台中市,中區,柳川西路三段,0.6644664010670561,None,9,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),8.833333333333334,1.73905857055058,1.8578182022667948,2.0,217155,2671008,,1.3534932573551794,1.420792003548359,1.054014250207668
PU-72,新北市,土城區,學士路,0.20790082379239788,None,23,24,集合住宅,鋼骨造,住宅大樓(11層含以上有電梯),0.25,0.2688152453027004,0.6111620463913947,1.0,295320,2763453,,0.10792284036058586,-0.7018872031241506,0.06117195956641057
PU-73,高雄市,鼓山區,中華一路,0.8211892588555518,None,4,13,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.25,3.051303883120396,0.9324811051548189,2.0,177271,2506849,,2.074300303119936,-1.6420771089734696,-0.4384519028208025
PU-74,新北市,三重區,元富二街,-0.6061399546394574,None,18,21,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.08333333333333333,-0.6475732282300732,-0.8193256863726953,0.0,300184,2774530,,-0.9113345324378512,-0.8366875707504596,0.2704161412499442
PU-75,新北市,新店區,永安街,0.49846658834736024,住,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),41.416666666666664,-0.8452143786346339,-0.8193256863726953,0.0,302562,2764207,,-0.42193257436366394,-0.3469697795004513,-0.4384519028208025
PU-76,高雄市,前鎮區,林森三路,-0.8274409935163882,None,4,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.5,-0.11899805854345777,-0.8193256863726953,0.0,178890,2501530,,0.0929296011825909,0.615402465325349,-0.4384519028208025
PU-77,新北市,板橋區,三民路二段,-0.7526004814548372,None,5,21,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),30.166666666666668,0.6750137724423061,-0.8193256863726953,0.0,298457,2767873,,1.4055452575202954,1.0436922409481786,-0.14380193269501
PU-78,基隆市,中正區,中正路,-0.7175595480618566,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),29.083333333333332,-1.17844655082837,-0.8193256863726953,0.0,326719,2781826,,-1.0403329676296602,-0.2718910937338996,-0.4384519028208025
PU-79,新竹縣,竹北市,新國街,0.6767235176860001,None,2,6,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),16.916666666666668,-0.2534400038767924,0.29602220029649806,1.0,249496,2748214,,0.14979075353687482,-0.7257758758680535,0.012063631212111944
PU-80,新竹縣,竹北市,光明九路,-0.3755859943933238,None,7,10,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),26.166666666666668,-0.20460425450357247,-0.8193256863726953,0.0,250906,2746610,,-0.28557896523548015,-0.4203421314995814,-0.31674865429058385
PU-81,高雄市,楠梓區,大學二街,-0.16606140089537852,None,5,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.4166666666666667,0.1849326640263462,0.5231082658648794,1.0,176445,2513809,,-0.2892565522036676,0.05231232207621047,0.1743346292524035
PU-82,高雄市,仁武區,永新五街,-0.043442167581944295,None,13,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.16666666666666666,-0.7446701887485929,0.6358788970655043,1.0,181752,2509918,,-0.9928072283484675,-0.9510119331677089,-0.4384519028208025
PU-83,高雄市,鼓山區,裕國街,-0.1299149236504931,None,11,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.916666666666666,0.7008679926987168,0.5740867703802304,1.0,177288,2506088,,0.0776534706993502,0.6870684835570575,1.6305033221929133
PU-84,台中市,南屯區,大墩六街,1.962374883203217,None,10,23,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.166666666666667,3.099565094265696,2.9530836477632745,2.0,213881,2670826,,2.4932623261880695,1.9702314766581248,2.2518304331103454
PU-85,台北市,大安區,光復南路,-1.0485016967733398,None,2,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),34.916666666666664,-0.28561414464032575,-0.8193256863726953,0.0,306271,2769422,,-0.16761329094823382,0.9105982070892914,-0.4384519028208025
PU-86,台中市,北屯區,柳陽東街,-0.36282417297242364,None,11,13,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.5,0.07864309186110288,-0.2029492226870884,1.0,218863,2674511,,0.31499927580006876,0.6461164731389384,-0.11390990674021972
PU-87,台北市,文山區,辛亥路四段,-0.3302827300272277,None,6,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.25,-1.3312737194551525,-0.8193256863726953,0.0,306429,2766826,,-1.385743251334043,-0.7786722226581242,-0.06907186780803375
PU-88,桃園市,中壢區,文化二路,0.04978401940802264,None,8,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.583333333333332,-0.2568872332443141,-0.8193256863726953,0.0,275278,2763284,,-0.29265124786661,-0.3230811067565484,-0.2548294576699465
PU-89,台北市,中正區,羅斯福路二段,-0.9213881873662931,None,6,12,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),32.666666666666664,0.5830876559750692,-0.8193256863726953,0.0,302688,2768857,,0.2323950146684718,4.427352101745274,-0.4384519028208025
PU-90,台北市,文山區,辛亥路四段,-0.12525241262289472,None,12,26,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.5833333333333333,0.4722017779864632,0.7254774807591514,1.0,306095,2766073,,0.1568630361680047,-0.40157246005794356,1.2269609718032415
PU-91,宜蘭縣,羅東鎮,博愛路,0.5038260726728984,None,4,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),38.916666666666664,-0.3574314231303551,-0.8193256863726953,0.0,328292,2729526,,0.5860091462249655,-1.6420771089734696,-0.4384519028208025
PU-92,高雄市,苓雅區,福建街,0.4225445659959021,None,3,5,其他,鋼筋混凝土造,公寓(5樓含以下無電梯),37.666666666666664,-0.07073684739815797,-0.8193256863726953,0.0,179633,2502326,,0.2069347971964041,0.6375848043018301,-0.4384519028208025
PU-93,新北市,中和區,中安街,-0.6961696778836995,None,4,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.5833333333333334,-0.47578629808192324,-0.13497788333328728,1.0,301648,2766086,,-0.8606969887989614,0.014772979192934771,-0.4384519028208025
PU-94,新北市,泰山區,貴子路,1.0980799266336925,None,3,5,集合住宅,鋼筋混凝土造,公寓(5樓含以下無電梯),6.666666666666667,0.33316352682976713,-0.8193256863726953,0.0,293010,2770569,,0.13960666654804782,-0.12344005596821747,0.8362294896799076
PU-95,新北市,土城區,金城路三段,-0.7897804018656335,住,13,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),23.083333333333332,-0.07475861499359958,-0.8193256863726953,0.0,296917,2764287,,0.0711469706787106,-1.1438276488863532,-0.4384519028208025
PU-96,新北市,中和區,中正路,0.31247085204538744,None,5,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.916666666666664,-0.5263456621389039,-0.8193256863726953,0.0,299060,2765426,,-0.1019825081313484,0.8525828589969556,-0.4384519028208025
PU-97,台中市,烏日區,長壽路,0.30458784371006675,None,6,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.083333333333333,-0.42350331934118185,0.6853125984137233,1.0,208205,2667520,,-0.7031265317773878,-0.3589141158724028,0.016333920634224976
PU-98,新北市,汐止區,民族二街,-0.40868020926447224,None,4,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),17.083333333333332,-0.8371708434437507,1.001997247675752,1.0,313840,2773744,,-1.1235030113717475,0.8065118472765717,-0.4384519028208025
PU-99,新北市,蘆洲區,仁愛街,0.28886989416342107,None,5,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),21.333333333333332,0.5865348853425902,0.7270222839262832,1.0,297596,2776199,,0.6717252117142595,0.2297710338880603,-0.4384519028208025
PU-100,高雄市,三民區,九如一路,-0.005685441683197733,None,11,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),32.333333333333336,1.230592238841173,-0.8193256863726953,0.0,179988,2504608,,1.1778177567979131,1.644321727080593,0.06330710427746661
PU-101,高雄市,楠梓區,援中路,-0.6188056418123662,None,8,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.4166666666666667,-0.46257191883975773,0.5231082658648794,1.0,176428,2513797,,-0.9039793585014763,-0.4118104626624733,0.34301106142586396
PU-102,新北市,土城區,中華路二段,3.3057308310774625,None,5,8,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),23.0,1.4357023862086966,-0.8193256863726953,0.0,294473,2763436,,1.043727278111691,0.912304540856713,-0.4384519028208025
PU-103,新竹縣,新豐鄉,明新一街,0.41531046383452563,None,6,9,其他,鋼筋混凝土造,華廈(10層含以下有電梯),0.16666666666666666,0.0028040457756321495,0.3732623586530904,1.0,248915,2750799,,-0.20948120412452279,-0.42546113280184633,-0.4384519028208025
