ID,縣市,鄉鎮市區,路名,土地面積,使用分區,移轉層次,總樓層數,主要用途,主要建材,建物型態,屋齡,建物面積,車位面積,車位個數,橫坐標,縱坐標,備註,主建物面積,陽台面積,附屬建物面積,單價
TR-55,新北市,新店區,安民街,-0.8627943632153419,None,8,16,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.25,-0.5757559497400438,-0.8193256863726953,0.0,302120,2762408,,-0.629291901108392,-0.32137477298912676,0.2981730224936782,1.7232992179636646
TR-56,新北市,板橋區,大同街,-0.33602675134473253,None,2,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),5.916666666666667,0.08726116527990643,0.36244873648316756,1.0,298201,2768820,,-0.18967881275735907,-0.18486807159539642,0.17860491867451636,3.0349706346559437
TR-57,台南市,永康區,永二街,-0.3000485090338329,None,5,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),27.25,-0.39190371680556907,-0.35588473623314126,1.0,172745,2546549,,-0.34809794369466807,-0.09272604815462815,-0.4384519028208025,0.7161229515749503
TR-58,高雄市,新興區,中正二路,-0.9891868657624509,None,11,29,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.9166666666666665,1.3018349791032822,-0.33425749189329546,1.0,179689,2503537,,0.8550387775131459,1.0471049084830217,-0.4384519028208025,1.4375422307557038
TR-59,新北市,三重區,元富二街,-0.075022268047223,None,16,21,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.08333333333333333,0.08496301236822558,0.9031298449793139,1.0,300193,2774539,,-0.15629763873842586,-0.7155378732635237,0.5479849536872851,2.472825741787824
TR-60,台北市,大安區,復興南路二段,0.40098646088376017,None,6,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),38.916666666666664,0.39693727012891306,-0.8193256863726953,0.0,304979,2769150,,1.019115734555359,1.2057939488532337,-0.4384519028208025,4.393487459087233
TR-61,新北市,新店區,文化路,0.03651749318516582,None,4,4,住家用,加強磚造,公寓(5樓含以下無電梯),49.916666666666664,-0.9968924708055759,-0.8193256863726953,0.0,305040,2763950,,-0.8742757714507307,0.8901222018802316,-0.4384519028208025,2.1449078876147545
TR-62,台南市,安平區,永華路二段,-0.6307983892493327,None,22,22,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.5,-0.006388565871091739,0.6961262205836465,1.0,165790,2543390,,-0.33197313929569217,-0.39474712498825704,0.4177411263128406,1.9106808489197045
TR-63,台中市,西屯區,文心路三段,-1.2203656986205305,None,7,28,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.3333333333333333,-0.3953509461730906,-0.8193256863726953,0.0,215546,2674066,,-0.7150079665976861,-0.34014444443076475,-0.30180264131318874,2.425980334048814
TR-64,新北市,三重區,捷運路,-0.9143463537008998,None,17,24,住家用,鋼骨造,住宅大樓(11層含以上有電梯),24.583333333333332,0.43600586962748894,-0.8193256863726953,0.0,299053,2772146,,0.7283034727632985,1.1938496124812823,0.19782122107402453,2.2151759992232694
TR-65,基隆市,暖暖區,碇內街,0.7585818298509467,None,9,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.25,0.5422954417927323,0.5169290531963522,1.0,326184,2776112,,0.5636607331105948,0.17175568579572487,-0.4384519028208025,1.0440408057480202
TR-66,台中市,潭子區,榮興街,-0.415217338127909,None,5,12,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.25,-0.24999277450927085,-0.8193256863726953,1.0,219607,2676037,,-0.5325430747145354,-0.2275264157809372,-0.0007472370542267698,1.0440408057480202
TR-67,台南市,永康區,中華路,-0.779445970206524,None,8,16,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),32.666666666666664,-0.13221243778562303,-0.8193256863726953,0.0,171641,2545004,,-0.015983551336809378,-1.6420771089734696,-0.4384519028208025,0.7863910631834654
TR-68,台中市,太平區,立文街,-0.33967985276841783,None,14,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),3.8333333333333335,0.3779775086075454,0.631244487564109,1.0,221030,2672767,,0.13847510132706728,0.0045349765884048964,0.17646977396345956,1.27826784444307
TR-69,新北市,林口區,南勢,1.071234437882006,None,6,9,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),15.25,-0.11440175272009559,-0.8193256863726953,0.0,286189,2774245,,-0.15375161699121942,-0.46129414191770063,0.1465777480086693,1.676453810224655
TR-70,桃園市,大園區,致祥一街,1.7413141799462661,None,3,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.0,2.038967525524943,1.9427823764590464,2.0,271434,2766763,,1.7328504976889858,1.0436922409481786,0.7145262411496893,1.7092455956419617
TR-71,台北市,信義區,松山路,0.020342905960559515,None,3,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),50.25,-0.8319999993924686,-0.8193256863726953,0.0,308422,2770252,,-0.328861334937995,-0.7820848901929673,-0.4384519028208025,3.222352265611983
TR-72,台中市,南區,崇倫北街,0.36568115830880227,None,4,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),28.75,-0.8716431371189649,-0.8193256863726953,0.0,215050,2669488,,-0.44032050920460175,-0.8435129058201462,-0.4384519028208025,1.0674635096175251
TR-73,台北市,萬華區,成都路,-1.334356883176708,None,7,22,住家用,鋼骨造,住宅大樓(11層含以上有電梯),5.5,-0.9940197796659747,-0.8193256863726953,0.0,300657,2770667,,-1.22166629429183,-1.2615646788384458,0.03555022303373304,2.707052780482874
TR-74,台中市,潭子區,中山路二段,-0.4489123920490055,None,8,15,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),1.8333333333333333,-0.5625415704978787,0.4582265328453418,1.0,219937,2677471,,-0.7517838362795612,-0.9339485954934925,-0.4384519028208025,1.7935673295721795
TR-75,高雄市,鼓山區,美術東二路,-0.42845983078876776,None,8,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),17.833333333333332,0.04819256578133052,-0.06237213447809029,1.0,176810,2506059,,-0.2527635738270376,0.5181414405823159,-0.08188273607437266,1.4422267715296049
TR-76,新北市,土城區,裕民路,-0.29615507199016844,None,4,12,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),28.916666666666668,0.23893925745084837,-0.8193256863726953,0.0,295358,2764506,,0.22956610161602,1.2433332917365094,-0.4384519028208025,2.051217072136734
TR-77,新竹縣,竹北市,科大二街,0.4401130998163884,None,12,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.416666666666667,-0.04086085954630595,0.7254774807591514,1.0,250768,2746044,,-0.4128800525958179,-0.2343517508506236,1.3358533520671207,2.1449078876147545
TR-78,台北市,文山區,興隆路三段,1.1839037765282974,None,9,12,商業用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),26.416666666666668,1.9194635741175339,0.9942732318400926,2.0,306086,2765391,,2.025642998617762,0.7757978394629823,8.482182699973112,1.9575262566587144
TR-79,台北市,中山區,北安路,1.1621293693581736,住,2,4,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),49.333333333333336,-0.9400131862414728,-0.8193256863726953,0.0,305403,2775142,,-0.3622425089569278,-1.6420771089734696,-0.4384519028208025,3.362888488829013
TR-80,新北市,板橋區,金門街,-0.0950902923154938,None,2,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),36.0,-0.5326655826460264,-0.8193256863726953,0.0,293380,2764364,,0.029561948807666986,-0.005703026016124978,-0.4384519028208025,1.4422267715296049
TR-81,新北市,新店區,文化路,-0.2551057480977057,None,13,15,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),12.25,0.8123284089152422,1.2182696910742103,1.0,304895,2763604,,0.7520663424038949,0.44647542235060744,0.631255597418487,3.222352265611983
TR-82,新北市,板橋區,中山路一段,-0.361334092128552,None,3,4,住家用,加強磚造,公寓(5樓含以下無電梯),46.833333333333336,-1.156614098167401,-0.8193256863726953,0.0,297440,2767536,,-1.059286685081088,0.43965008728092075,-0.4384519028208025,2.1917532953537644
TR-83,台中市,北屯區,安順四街,-0.08696694836019371,None,3,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),31.416666666666668,-0.08452576486824381,0.3114702319678166,1.0,218363,2674225,,0.08217973158327323,-0.01252836108581136,0.41133569217967075,1.0206181018785152
TR-84,台南市,安南區,生態二街,1.1007236184534646,None,10,19,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),0.4166666666666667,1.9269325710804972,1.6508145778711276,2.0,165853,2547249,,1.4536367794119782,1.5044023581520192,-0.4384519028208025,1.37195865992109
TR-85,新北市,新店區,安德街,-0.8446009567829097,None,3,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.083333333333333,-0.5970138641730925,-0.8193256863726953,0.0,301724,2761757,,-0.8004411407817348,-0.9083535889821681,0.4946063359108733,2.332289518570794
TR-86,台北市,中正區,和平西路二段,0.9109546129178168,住,4,7,其他,鋼筋混凝土造,華廈(10層含以下有電梯),42.666666666666664,1.3753758722770724,-0.8193256863726953,0.0,301846,2768979,,2.4567693478114396,4.089498015795791,-0.4384519028208025,3.0818160423949537
TR-87,台北市,中山區,龍江路,1.576900582318433,None,7,7,住家用,鋼筋混凝土造,華廈(10層含以下有電梯),37.75,5.134004959331245,-0.8193256863726953,0.0,304556,2771794,,6.32474216442899,-0.4851828146616034,-0.4384519028208025,2.8007435959608937
TR-88,新竹縣,竹北市,六家五路二段,0.052091241359823785,None,7,24,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.916666666666666,0.14414044984400978,0.6590509445724821,1.0,253785,2743737,,-0.03493726878823748,-0.9151789240518546,0.7166613858607458,2.051217072136734
TR-89,新北市,新莊區,新北大道三段,0.30057423885641255,None,5,25,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),7.0,1.3788231016445933,2.8820227020752096,2.0,296020,2772501,,1.0114776693137388,0.5454427808610621,-0.4384519028208025,2.472825741787824
TR-90,高雄市,左營區,孟子路,-0.09840692387120802,None,13,15,其他,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.333333333333333,0.2423864868183694,0.05039849672253447,1.0,179652,2508174,,-0.12263357341424774,-0.06713104164330362,0.6654179127953905,1.4188040676601
TR-91,桃園市,龜山區,文化七路,2.302810288903883,None,3,5,住家用,鋼筋混凝土造,公寓(5樓含以下無電梯),14.75,-0.07016230917023789,-0.8193256863726953,0.0,286697,2771590,,0.2485198190674481,-0.014234694853233257,0.6803639257727858,1.2314224367040598
TR-92,新北市,樹林區,大義路,-0.7100130095945067,None,11,19,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),13.0,0.16827105541665943,0.5833555893830216,1.0,288210,2759821,,-0.031542573125295015,-0.08590071308494178,-0.4384519028208025,1.7701446257026745
TR-93,新北市,土城區,員林街,0.4275195133294738,None,13,14,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),10.666666666666666,1.0702960732514275,0.32382865730487137,1.0,294710,2763389,,0.7704542772448324,0.10691500263370274,1.446880877042057,2.2620214069622793
TR-94,台中市,大里區,德芳南路,-0.6267367172716827,None,16,19,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),11.25,0.30098938606623377,0.40261361882859553,1.0,218184,2666510,,-0.09066685592154085,-0.04836137020166577,0.5906878479084142,1.4656494753991098
TR-95,新北市,汐止區,明峰街,0.4067064486392672,None,16,18,住家用,鋼筋混凝土造,住宅大樓(11層含以上有電梯),6.083333333333333,1.0059477917243618,0.822800080288458,1.0,314112,2773816,,0.7263232336265819,0.14786701305182193,1.3251776285118386,1.9575262566587144
TR-96,新北市,新莊區,福德二街,-0.09874339373917912,None,11,11,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),9.583333333333334,-0.23448024235542475,0.09674259173648975,1.0,296628,2772250,,-0.6179762488985842,-0.672879529077983,0.4583088758229135,2.472825741787824
TR-97,屏東縣,屏東市,廣東路,0.5298303867546575,None,2,14,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),4.25,-0.24080016286254746,-0.8193256863726953,0.0,196284,2509581,,-0.421649683058419,-0.9390675967957575,1.0881765655845705,1.09088621348703
TR-98,桃園市,中壢區,文智路,0.07343304441398461,None,9,13,集合住宅,鋼筋混凝土造,住宅大樓(11層含以上有電梯),2.75,-0.2884868357799267,0.9232122861520278,1.0,270814,2765975,,-0.6312721402451082,-0.21899474694382892,-0.19718055047142163,1.7701446257026745
